id,number,title,body,agent,repository,html_url,total_changes,num_files_changed,merge_status,group,change_type,accept_reject_reason,observation
3241695455,7601,Fix incorrect block status reporting in Access API,"Closes: #7600 

# Fix incorrect block status reporting in Access API (issue #7600)

## Summary

Addresses [issue #7600](https://github.com/onflow/flow-go/issues/7600) where the Access API incorrectly reports block status for blocks queried by ID. The core problem was that both GRPC and REST APIs used faulty logic that only compared block heights without verifying that the block at that height was actually the finalized block.

**Root cause**: An unfinalized block could exist at the same height as a finalized block (in fork scenarios), and the previous logic would incorrectly report it as finalized or sealed.

**Solution**: 
- Extract shared `determineBlockStatus` function that implements the correct finalization check pattern (already used in `backend_network.go`)
- Update GRPC backends (`backend_block_details.go`, `backend_block_headers.go`) to use proper finalization verification
- Fix REST API (`blocks.go`) to return actual block status instead of hardcoded `BlockStatusUnknown`

## Review & Testing Checklist for Human

- [ ] **Verify finalization logic correctness**: Review the `determineBlockStatus` function to ensure it properly handles the fork scenario described in issue #7600
- [ ] **Test conflicting block scenarios**: Create test cases with unfinalized blocks at the same height as finalized blocks to verify correct status reporting
- [ ] **Validate API consistency**: Ensure GRPC and REST APIs return consistent block statuses for the same blocks
- [ ] **Check for regressions**: Test existing block retrieval functionality to ensure no breaking changes to normal operation

**Recommended test plan**: Query blocks by ID in a test environment with fork scenarios, particularly focusing on unfinalized blocks that exist at heights where different blocks are finalized.

---

### Diagram

```mermaid
%%{ init : { ""theme"" : ""default"" }}%%
graph TB
    subgraph ""Access API""
        BD[""backend_block_details.go<br/>GetBlockByID()""]:::major-edit
        BH[""backend_block_headers.go<br/>GetBlockHeaderByID()""]:::major-edit
        B[""backend.go<br/>determineBlockStatus()""]:::major-edit
        REST[""blocks.go<br/>getBlock()""]:::minor-edit
    end
    
    subgraph ""Storage Layer""
        Headers[""storage.Headers<br/>BlockIDByHeight()""]:::context
        State[""protocol.State<br/>Sealed().Head()""]:::context
    end
    
    subgraph ""Reference Implementation""
        BN[""backend_network.go<br/>(correct pattern)""]:::context
    end
    
    BD --> B
    BH --> B
    REST --> BD
    B --> Headers
    B --> State
    BN -.-> B
    
    subgraph Legend
        L1[""Major Edit""]:::major-edit
        L2[""Minor Edit""]:::minor-edit
        L3[""Context/No Edit""]:::context
    end
    
    classDef major-edit fill:#90EE90
    classDef minor-edit fill:#87CEEB  
    classDef context fill:#FFFFFF
```

### Notes

- **Link to Devin run**: https://app.devin.ai/sessions/a4f7161dda64429a912c73e59603bed3
- **Requested by**: @peterargue
- **Key insight**: The correct finalization check pattern already existed in `backend_network.go` but wasn't being used consistently across all block status APIs
- **Testing limitation**: Existing test suite passes but may not cover the specific edge cases mentioned in issue #7600",devin,onflow/flow-go,https://github.com/onflow/flow-go/pull/7601,853.0,19.0,Merged,Large but Merged,,,
3245993870,10598,Improve Swift transpiler,"## Summary
- support array literals, print with multiple args, and extra builtins in Swift transpiler
- regenerate Swift golden files for newly passing tests
- update Swift transpiler README checklist and TASKS progress

## Testing
- `go test -tags slow ./transpiler/x/swift -run TestSwiftTranspiler_VMValid_Golden -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687c7337a04c83208bc17ee0fe93d85f",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/10598,200.0,27.0,Merged,Large but Merged,,,
3135538721,93304,feat(open-pr-comments): Add C# support,"Adds Open PR Comment Support for C#

Built using Cursor Background Agent with some cleanup by me, pretty cool!",cursor,getsentry/sentry,https://github.com/getsentry/sentry/pull/93304,485.0,9.0,Merged,Large but Merged,,,
3262260066,12996,Update Lua transpiler rosetta outputs for programs 11-20,"## Summary
- regenerate Lua transpiler output for Rosetta programs 11‑20
- add benchmark results for these programs
- update `ROSETTA.md` and timestamps

## Testing
- `MOCHI_BENCHMARK=1 go test ./transpiler/x/lua -tags=slow -run TestLuaTranspiler_Rosetta -index 20 -update -count=1`

------
https://chatgpt.com/codex/tasks/task_e_68831efa91f48320a532e6cd1cf9c433",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/12996,3209.0,23.0,Merged,Large but Merged,,,
3137481272,419,Implement Go package inference,"## Summary
- add shared types for FFI symbol introspection under `runtime/ffi/infer`
- implement `goffi.Infer` that enumerates exported symbols of a Go package

## Testing
- `go vet ./...`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_6849af60a56c8320a607e7037f2990f3",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/419,88.0,2.0,Not-Merged,Small but Rejected,,,
2854516270,2130,Add parallel flow execution support,"Implements parallel flow execution to allow transitioning from one flow to multiple parallel flows.

Link to Devin run: https://app.devin.ai/sessions/d381c887077f4504927f5a414c2df78d

Fixes #2129",devin,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI/pull/2130,60.0,3.0,Not-Merged,Small but Rejected,,,
3126535417,797,Fix token role mapping,"## Summary
- map `ChatCompletionMessageRole` variants to the correct role strings when counting tokens

## Testing
- `cargo test --workspace --exclude integration-testing --exclude rag-engine` *(fails: process didn't exit successfully)*

------
https://chatgpt.com/codex/tasks/task_e_6843d379fd9c8320915833e31a4eec63",openai_codex,bionic-gpt/bionic-gpt,https://github.com/bionic-gpt/bionic-gpt/pull/797,10.0,1.0,Not-Merged,Small but Rejected,,,
3246277050,622,Fix Tab key changing filters twice on first window open,"This PR fixes an issue where pressing the Tab key would change filters multiple times instead of just once when the EverythingToolbar search window is first opened.

## Problem
When clicking on the EverythingToolbar search icon and immediately pressing Tab:
- Filters would change by 2+ positions instead of 1
- The filter would continue changing while the Tab key was held down
- After clicking on a filter button first, Tab worked correctly (single change)

## Root Cause
The issue was caused by splitting Tab key handling between two events:
- `PreviewKeyDown` - marked the Tab key as handled
- `PreviewKeyUp` - performed the actual filter cycling

This split approach caused timing issues where the Tab key event would be processed repeatedly when the search window first opened, before the UI was fully synchronized.

## Solution
**Consolidated Tab key handling into a single event:**
- Moved all Tab key processing to `PreviewKeyDown` to eliminate timing issues
- Added safety checks in `CycleFilters()` to handle edge cases during initialization
- Removed the original workaround comment about ""inconsistent down stroke""

## Changes Made
1. **SearchBox.xaml.cs**: Consolidated Tab key logic into `OnPreviewKeyDown` method
2. **SearchState.cs**: Added defensive checks in `CycleFilters()` for robustness

## Testing
Manual testing should verify that:
- Tab key advances filter by exactly 1 position when window first opens
- Shift+Tab moves filter backward by exactly 1 position  
- Behavior remains consistent after clicking filter buttons
- No regression in other keyboard shortcuts

Fixes #618.

<!-- START COPILOT CODING AGENT TIPS -->
---

💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",copilot,srwi/EverythingToolbar,https://github.com/srwi/EverythingToolbar/pull/622,22.0,2.0,Not-Merged,Small but Rejected,,,
3081626335,110,[WIP] This is bad,"Thanks for assigning this issue to me. I'm starting to work on it and will keep this PR's description up to date as I form a plan and make progress.

Original issue description:

> Unit tests don't seem to run in the pipeline because of something to do with the console size. Try and get the Invoke-SpectreLive tests working, they work in other CI pipelines so it's likely to do with the environment setup..


Fixes #105.

---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",copilot,ShaunLawrie/PwshSpectreConsole,https://github.com/ShaunLawrie/PwshSpectreConsole/pull/110,0.0,0.0,Not-Merged,Small but Rejected,,,
3217332054,1168,Update README with comprehensive SDK overview and current features,"
# Update README with comprehensive SDK overview and current features

## Summary

Updated the main README.md to provide a more comprehensive overview of the Codegen SDK, highlighting both AI agent capabilities and programmatic codebase manipulation features. The changes transform the README from a simple agent API introduction to a complete project overview covering three primary use cases: AI Code Agents, Codebase SDK, and SWE-Bench Evaluation.

Key changes include:
- Added detailed overview section with three primary use cases
- Updated installation instructions to emphasize uv package manager
- Added code examples for both Agent API and Codebase SDK
- Included Python 3.12-3.13 version requirements
- Added comprehensive Features section
- Expanded Resources with detailed documentation links and integrations

## Review & Testing Checklist for Human

- [ ] **Test all documentation links** - Verify all docs.codegen.com URLs work and point to correct content (high risk of broken links)
- [ ] **Verify code examples** - Test the Codebase SDK examples to ensure they work with the actual API (`Codebase.from_repo()`, `codebase.functions`, etc.)
- [ ] **Confirm installation instructions** - Verify that uv is indeed the preferred installation method and that the commands work correctly
- [ ] **Check Python version requirements** - Confirm that Python 3.12-3.13 is accurate and complete based on current pyproject.toml
- [ ] **Review messaging alignment** - Ensure the three primary use cases accurately represent current project priorities and capabilities

**Recommended test plan**: Clone a fresh copy of the repository and follow the installation and getting started instructions step-by-step to ensure they work for new users.

---

### Diagram

```mermaid
%%{ init : { ""theme"" : ""default"" }}%%
graph TD
    README[""README.md""]:::major-edit
    pyproject[""pyproject.toml""]:::context
    contrib[""CONTRIBUTING.md""]:::context
    agents_readme[""src/codegen/agents/README.md""]:::context
    docs_site[""docs.codegen.com""]:::context
    
    README --> pyproject
    README --> contrib
    README --> agents_readme
    README --> docs_site
    
    pyproject -.->|""Python version requirements""| README
    contrib -.->|""uv installation method""| README
    agents_readme -.->|""Agent API examples""| README
    docs_site -.->|""Documentation links""| README
    
    subgraph Legend
        L1[Major Edit]:::major-edit
        L2[Minor Edit]:::minor-edit
        L3[Context/No Edit]:::context
    end
    
    classDef major-edit fill:#90EE90
    classDef minor-edit fill:#87CEEB
    classDef context fill:#FFFFFF
```

### Notes

- This PR was requested by rpatel@codegen.com in Devin session: https://app.devin.ai/sessions/87a8dc062405421c9741b9d724fa2a9d
- The update aims to make the README more comprehensive and representative of the full SDK capabilities
- Special attention should be paid to the documentation links since they were added without verification
- The code examples are illustrative and should be tested to ensure they work with the current API
",devin,codegen-sh/codegen,https://github.com/codegen-sh/codegen/pull/1168,89.0,1.0,Not-Merged,Small but Rejected,,,
3205408276,5377,Use regex parser for Kotlin in any2mochi,"## Summary
- disable Kotlin language server entry by default
- parse Kotlin source via regex when converting

## Testing
- `go vet ./...`

------
https://chatgpt.com/codex/tasks/task_e_68696fbc50f883209ad0473a654fbc8e",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/5377,75.0,2.0,Not-Merged,Small but Rejected,,,
3141208426,462,Add Go FFI package listing,"## Summary
- extend `goffi` with a Packages function to list all visible Go packages and their docs
- test package listing functionality

## Testing
- `go test ./...`


------
https://chatgpt.com/codex/tasks/task_e_684b13dab83c832092ec1319d96e7865",openai_codex,mochilang/mochi,https://github.com/mochilang/mochi/pull/462,62.0,2.0,Not-Merged,Small but Rejected,,,
3077678079,115795,Fix race between socket receive completion and cancellation,"## Description

This PR fixes an issue where a race condition between a socket receive operation completing successfully and a cancellation being requested can cause an internal CLR error:

```
Fatal error. Internal CLR error. (0x80131506)
   at System.Runtime.EH.DispatchEx(System.Runtime.StackFrameIterator ByRef, ExInfo ByRef)
   at System.Runtime.EH.RhThrowEx(System.Object, ExInfo ByRef)
   at System.Threading.CancellationToken.ThrowOperationCanceledException()
   at System.Threading.CancellationToken.ThrowIfCancellationRequested()
   at System.Net.Sockets.Socket+AwaitableSocketAsyncEventArgs.ThrowException(System.Net.Sockets.SocketError, System.Threading.CancellationToken)
```

The issue occurs when:
1. A socket receive operation completes successfully
2. Cancellation is requested at nearly the same time
3. The completion handler checks the cancellation token using `ThrowIfCancellationRequested()`, which leads to a runtime crash

## The Fix

The fix changes how cancellation exceptions are created in `ThrowException`:
- Instead of calling `cancellationToken.ThrowIfCancellationRequested()` which uses an internal code path that can be unstable in a race condition
- We now explicitly create an `OperationCanceledException` instance with the cancellation token when appropriate

This avoids the problematic `ThrowOperationCanceledException()` code path that can crash when racing with a successful socket operation completion.

## Test Added

Added a test case `UnixDomainSocket_ReceiveAsync_CancellationRaceWithCompletion` that reproduces the scenario where a receive operation completes and then cancellation is attempted.

Fixes #115217.

> [!WARNING]
>
> <details>
> <summary>Firewall rules blocked me from connecting to one or more addresses</summary>
>
> #### I tried to connect to the following addresses, but was blocked by firewall rules:
>
> - `cdn.fwupd.org`
>   - Triggering command: `/usr/bin/fwupdmgr refresh ` (dns block)
> - `dc.services.visualstudio.com`
>   - Triggering command: `/home/REDACTED/work/runtime/runtime/.dotnet/dotnet msbuild /m /nologo /clp:Summary /v:minimal /nr:true /warnaserror /p:TreatWarningsAsErrors=true /p:ContinuousIntegrationBuild=false /home/REDACTED/work/runtime/runtime/artifacts/toolset/restore.proj /t:__WriteToolsetLocation /clp:ErrorsOnly;NoSummary /p:__ToolsetLocationOutputFile=/home/REDACTED/work/runtime/runtime/artifacts/toolset/10.0.0-beta.25260.104.txt ` (dns block)
> - `pkgs.dev.azure.com`
>   - Triggering command: `/home/REDACTED/work/runtime/runtime/.dotnet/dotnet msbuild /m /nologo /clp:Summary /v:minimal /nr:true /warnaserror /p:TreatWarningsAsErrors=true /p:ContinuousIntegrationBuild=false /home/REDACTED/work/runtime/runtime/artifacts/toolset/restore.proj /t:__WriteToolsetLocation /clp:ErrorsOnly;NoSummary /p:__ToolsetLocationOutputFile=/home/REDACTED/work/runtime/runtime/artifacts/toolset/10.0.0-beta.25260.104.txt ` (dns block)
>
> If you need me to access, download, or install something from one of these locations, you can either:
>
> - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled
> - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config)
>
> </details>


---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",copilot,dotnet/runtime,https://github.com/dotnet/runtime/pull/115795,63.0,2.0,Not-Merged,Small but Rejected,,,
2810841597,52150,Do not merge: source-gcs CDK bump research,"This PR is for researching the current state of source-gcs connector CI before attempting CDK version updates.

Link to Devin run: https://app.devin.ai/sessions/a5b1089b2e6749039d54de93a56e7c39",devin,airbytehq/airbyte,https://github.com/airbytehq/airbyte/pull/52150,12.0,1.0,Not-Merged,Small but Rejected,,,
3237301213,219,Automate website feed scrolling and following,"## Pull Request Template

### Description
This PR provides end-to-end `execute_sequence` workflow examples, directly addressing bounty #206 by demonstrating X.com follow automation and other common UI patterns.

**Key changes include:**
*   **New X.com Workflows:**
    *   `examples/workflows/x_follow_basic.yaml`: A straightforward workflow to navigate to X.com, scroll, and click ""Follow"" buttons in 5 cycles.
    *   `examples/workflows/x_follow_advanced.yaml`: A more robust workflow for X.com, performing batch clicks on multiple ""Follow"" buttons and double-scrolling.
*   **General Utility Workflows:**
    *   `examples/workflows/notepad_type.yaml`: Demonstrates typing into Notepad.
    *   `examples/workflows/calculator_addition.yaml`: Shows interaction with Windows Calculator.
*   **Documentation:**
    *   `docs/WORKFLOW_EXAMPLES.md`: New file detailing all added workflows and providing execution instructions.
    *   `README.md`: Updated to link to the new examples documentation.

These additions provide clear, runnable templates for users to understand and build their own UI automation sequences.

### Type of Change
- [ ] Bug fix
- [x] New feature  
- [ ] Breaking change
- [x] Documentation update
- [ ] Other:

### Video Demo (Recommended)
🎥 **Please include a video demo** showing your changes in action! We might use it to post on social media and grow the community.
*Note: I was unable to provide a video demo as UI automation for `execute_sequence` is primarily supported on Windows, and I am operating on macOS.*

**Suggested editing tools:**
- [Cap.so](https://cap.so/)
- [Screen.studio](https://screen.studio/)
- [CapCut](https://www.capcut.com/)
- [Kapwing](https://www.kapwing.com/)
- [Descript](https://www.descript.com/)


### AI Review & Code Quality
- [x] I asked AI to critique my PR and incorporated feedback (This PR was generated by an AI assistant.)
- [x] I formatted my code properly (YAML structure matches existing examples like ChatterBox.)
- [ ] I tested my changes locally (Local testing was limited due to OS compatibility for UI automation. Workflows are structured based on documented `execute_sequence` patterns.)

### Checklist
- [x] Code follows project style guidelines
- [ ] Added video demo (recommended)
- [x] Updated documentation if needed

### Additional Notes
This PR directly addresses the requirements of bounty #206 by providing functional and well-structured `execute_sequence` YAML workflows for X.com automation, alongside other utility examples. The workflows adhere to the specified format (e.g., ChatterBox example) and include all required sections for `execute_sequence`.",cursor,mediar-ai/terminator,https://github.com/mediar-ai/terminator/pull/219,90.0,2.0,Not-Merged,Small but Rejected,,,
3190580432,969,Security fix: Replace eval() with int() for publishedfileid conversion,"## Problem

In `app/utils/steam/webapi/wrapper.py` line 619, the code was using `eval()` to convert string publishedfileids to integers for Steam API operations:

```python
pfid_or_pfids=[eval(str_pfid) for str_pfid in chunk],
```

Using `eval()` for simple type conversion creates a **security vulnerability** because:
- `eval()` can execute arbitrary Python code if malicious input is provided
- It's unnecessary for simple string-to-integer conversion
- It violates Python security best practices

## Solution

Replaced `eval(str_pfid)` with `int(str_pfid)` to safely convert publishedfileids to integers:

```python
pfid_or_pfids=[int(str_pfid) for str_pfid in chunk],
```

## Security Benefits

**Before (vulnerable):**
```python
# eval() would execute malicious code
eval(""__import__('os').system('rm -rf /')"") # DANGEROUS!
```

**After (secure):**
```python
# int() safely rejects malicious input
int(""__import__('os').system('rm -rf /')"") # ValueError - safe!
```

## Functional Benefits

- **Identical behavior**: `int()` produces the same results as `eval()` for all valid publishedfileids
- **Better robustness**: `int()` handles edge cases like leading zeros that `eval()` fails on
- **Type safety**: Guarantees `list[int]` output as required by `SteamworksAppDependenciesQuery`

## Testing

Comprehensive testing confirms:
- ✅ All valid publishedfileids convert identically
- ✅ Malicious input is safely rejected
- ✅ Edge cases are handled better than before
- ✅ No functional changes to Steam API operations

## Impact

This is a **minimal, surgical fix** that:
- Removes a security vulnerability
- Maintains 100% backward compatibility
- Improves code robustness
- Follows Python best practices

Fixes the security issue without affecting any existing functionality.

<!-- START COPILOT CODING AGENT TIPS -->
---

💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",copilot,RimSort/RimSort,https://github.com/RimSort/RimSort/pull/969,2.0,1.0,Not-Merged,Small but Rejected,,,
3104666649,2,Fix package manager proxy attach,"## Summary
- fix Parasitics initForStubActivity to set sCurrentActivityThread

## Testing
- `./gradlew tasks --all` *(fails: No route to host)*
- `./gradlew test` *(fails: No route to host)*

------
https://chatgpt.com/codex/tasks/task_b_683a31bf846c833288e58cfd96fb2419",openai_codex,cwuom/ono,https://github.com/cwuom/ono/pull/2,6.0,2.0,Not-Merged,Small but Rejected,,,
3245064499,269,Add AllowExternalDrop property,"## Summary
- add `AllowExternalDrop` avalonia property to `ItemDragBehavior`
- cancel drag on pointer exit if external drops are disallowed
- show both drag modes in editable list sample

## Testing
- `dotnet test AvaloniaBehaviors.sln --configuration Release`

------
https://chatgpt.com/codex/tasks/task_e_687b38d15cd48321b5814b9bab4a8613",openai_codex,wieslawsoltes/Xaml.Behaviors,https://github.com/wieslawsoltes/Xaml.Behaviors/pull/269,84.0,2.0,Not-Merged,Small but Rejected,,,
3092500583,148,Fix checklist styles with blue checkboxes,"# Fix Checklist Styles with Blue Checkboxes

This PR updates the checklist styling in the Lexical editor to match the design shown in the screenshot:

- Added blue checkboxes with white check marks for completed items
- Added blue outline boxes for unchecked items
- Applied strikethrough and gray text for completed items

## Changes Made

1. Updated the theme in `CoreEditor.tsx` to add custom classes for checked and unchecked list items
2. Added custom CSS in `styles.css` to style the checkboxes with blue borders and blue checkmarks

## Testing

The changes have been visually verified to match the provided design.

## Link to Devin run
https://app.devin.ai/sessions/678cd696d04046678b8b52c483485354

Requested by: Yadong (Adam) Zhang
",devin,softmaple/softmaple,https://github.com/softmaple/softmaple/pull/148,74.0,2.0,Not-Merged,Small but Rejected,,,
